row_numb,name,address/location,cusion,rate(ing)
5843,restaurant #5843,"NY, 84 street, 544",Chinese,1
5844,restaurant #5844,"NY, 70 street, 316",Traditional,5
5845,restaurant #5845,"NY, 207 street, 147",Chinese,2
5846,restaurant #5846,"NY, 12 street, 590",Traditional,2
5847,restaurant #5847,"NY, 31 street, 517",Italian,1
5848,restaurant #5848,"NY, 55 street, 213",Traditional,4
5849,restaurant #5849,"NY, 218 street, 192",Italian,1
5850,restaurant #5850,"NY, 12 street, 393",Italian,5
5851,restaurant #5851,"NY, 19 street, 484",Italian,5
5852,restaurant #5852,"NY, 226 street, 260",Chinese,1
5853,restaurant #5853,"NY, 66 street, 314",Traditional,1
5854,restaurant #5854,"NY, 170 street, 490",Traditional,1
5855,restaurant #5855,"NY, 148 street, 352",Traditional,5
5856,restaurant #5856,"NY, 72 street, 56",Italian,1
5857,restaurant #5857,"NY, 198 street, 224",Traditional,5
5858,restaurant #5858,"NY, 141 street, 215",Italian,5
5859,restaurant #5859,"NY, 107 street, 459",Italian,2
5860,restaurant #5860,"NY, 82 street, 108",Chinese,3
5861,restaurant #5861,"NY, 138 street, 231",Traditional,2
5862,restaurant #5862,"NY, 222 street, 144",Traditional,3
5863,restaurant #5863,"NY, 231 street, 314",Italian,5
5864,restaurant #5864,"NY, 229 street, 246",Chinese,3
5865,restaurant #5865,"NY, 74 street, 92",Italian,3
5866,restaurant #5866,"NY, 256 street, 499",Chinese,3
5867,restaurant #5867,"NY, 104 street, 48",Italian,1
5868,restaurant #5868,"NY, 81 street, 53",Chinese,3
5869,restaurant #5869,"NY, 30 street, 29",Italian,5
5870,restaurant #5870,"NY, 257 street, 436",Traditional,4
5871,restaurant #5871,"NY, 207 street, 220",Italian,5
5872,restaurant #5872,"NY, 205 street, 10",Chinese,2
5873,restaurant #5873,"NY, 202 street, 229",Traditional,1
5874,restaurant #5874,"NY, 6 street, 3",Traditional,5
5875,restaurant #5875,"NY, 177 street, 596",Italian,5
5876,restaurant #5876,"NY, 227 street, 393",Traditional,1
5877,restaurant #5877,"NY, 185 street, 132",Traditional,4
5878,restaurant #5878,"NY, 77 street, 66",Traditional,5
5879,restaurant #5879,"NY, 126 street, 438",Italian,3
5880,restaurant #5880,"NY, 142 street, 503",Italian,5
5881,restaurant #5881,"NY, 269 street, 100",Traditional,3
5882,restaurant #5882,"NY, 62 street, 488",Chinese,1
5883,restaurant #5883,"NY, 93 street, 11",Chinese,3
5884,restaurant #5884,"NY, 100 street, 381",Italian,2
5885,restaurant #5885,"NY, 211 street, 477",Italian,3
5886,restaurant #5886,"NY, 107 street, 552",Chinese,5
5887,restaurant #5887,"NY, 126 street, 164",Italian,2
5888,restaurant #5888,"NY, 230 street, 95",Italian,5
5889,restaurant #5889,"NY, 174 street, 343",Traditional,1
5890,restaurant #5890,"NY, 40 street, 414",Italian,5
5891,restaurant #5891,"NY, 8 street, 584",Italian,1
5892,restaurant #5892,"NY, 220 street, 232",Chinese,3
5893,restaurant #5893,"NY, 176 street, 249",Traditional,2
5894,restaurant #5894,"NY, 165 street, 87",Italian,5
5895,restaurant #5895,"NY, 174 street, 472",Traditional,1
5896,restaurant #5896,"NY, 73 street, 189",Italian,3
5897,restaurant #5897,"NY, 163 street, 167",Chinese,1
5898,restaurant #5898,"NY, 42 street, 427",Traditional,5
5899,restaurant #5899,"NY, 266 street, 153",Chinese,2
5900,restaurant #5900,"NY, 264 street, 10",Traditional,2
5901,restaurant #5901,"NY, 165 street, 215",Traditional,1
5902,restaurant #5902,"NY, 5 street, 537",Traditional,1
5903,restaurant #5903,"NY, 239 street, 457",Traditional,5
5904,restaurant #5904,"NY, 143 street, 246",Chinese,4
5905,restaurant #5905,"NY, 89 street, 506",Chinese,4
5906,restaurant #5906,"NY, 241 street, 545",Italian,1
5907,restaurant #5907,"NY, 86 street, 495",Italian,4
5908,restaurant #5908,"NY, 264 street, 486",Italian,4
5909,restaurant #5909,"NY, 87 street, 177",Traditional,2
5910,restaurant #5910,"NY, 155 street, 286",Italian,1
5911,restaurant #5911,"NY, 231 street, 555",Traditional,4
5912,restaurant #5912,"NY, 33 street, 348",Traditional,3
5913,restaurant #5913,"NY, 94 street, 40",Chinese,1
5914,restaurant #5914,"NY, 19 street, 138",Traditional,4
5915,restaurant #5915,"NY, 148 street, 252",Italian,3
5916,restaurant #5916,"NY, 12 street, 266",Italian,4
5917,restaurant #5917,"NY, 177 street, 229",Chinese,3
5918,restaurant #5918,"NY, 191 street, 232",Italian,3
5919,restaurant #5919,"NY, 114 street, 150",Traditional,4
5920,restaurant #5920,"NY, 142 street, 167",Chinese,5
5921,restaurant #5921,"NY, 136 street, 564",Italian,5
5922,restaurant #5922,"NY, 23 street, 408",Traditional,4
5923,restaurant #5923,"NY, 259 street, 293",Italian,4
5924,restaurant #5924,"NY, 88 street, 282",Italian,3
5925,restaurant #5925,"NY, 135 street, 121",Chinese,4
5926,restaurant #5926,"NY, 15 street, 420",Italian,1
5927,restaurant #5927,"NY, 51 street, 565",Chinese,4
5928,restaurant #5928,"NY, 173 street, 64",Traditional,4
5929,restaurant #5929,"NY, 135 street, 422",Chinese,2
5930,restaurant #5930,"NY, 258 street, 61",Traditional,5
5931,restaurant #5931,"NY, 115 street, 207",Italian,4
5932,restaurant #5932,"NY, 17 street, 372",Chinese,3
5933,restaurant #5933,"NY, 31 street, 33",Chinese,1
5934,restaurant #5934,"NY, 206 street, 227",Chinese,4
5935,restaurant #5935,"NY, 176 street, 531",Italian,5
5936,restaurant #5936,"NY, 248 street, 404",Traditional,5
5937,restaurant #5937,"NY, 43 street, 297",Chinese,3
5938,restaurant #5938,"NY, 15 street, 74",Traditional,4
5939,restaurant #5939,"NY, 21 street, 32",Chinese,5
5940,restaurant #5940,"NY, 214 street, 212",Italian,4
5941,restaurant #5941,"NY, 126 street, 62",Traditional,1
5942,restaurant #5942,"NY, 209 street, 594",Traditional,1
5943,restaurant #5943,"NY, 136 street, 52",Chinese,5
5944,restaurant #5944,"NY, 178 street, 599",Traditional,1
5945,restaurant #5945,"NY, 264 street, 64",Italian,3
5946,restaurant #5946,"NY, 55 street, 466",Traditional,4
5947,restaurant #5947,"NY, 91 street, 312",Traditional,1
5948,restaurant #5948,"NY, 243 street, 131",Chinese,2
5949,restaurant #5949,"NY, 16 street, 508",Italian,4
5950,restaurant #5950,"NY, 213 street, 202",Traditional,3
5951,restaurant #5951,"NY, 148 street, 337",Traditional,3
5952,restaurant #5952,"NY, 12 street, 561",Italian,5
5953,restaurant #5953,"NY, 102 street, 197",Traditional,4
5954,restaurant #5954,"NY, 145 street, 155",Chinese,2
5955,restaurant #5955,"NY, 226 street, 200",Traditional,2
5956,restaurant #5956,"NY, 52 street, 293",Italian,2
5957,restaurant #5957,"NY, 219 street, 277",Italian,5
5958,restaurant #5958,"NY, 61 street, 292",Chinese,3
5959,restaurant #5959,"NY, 207 street, 128",Italian,3
5960,restaurant #5960,"NY, 83 street, 90",Traditional,5
5961,restaurant #5961,"NY, 73 street, 232",Traditional,3
5962,restaurant #5962,"NY, 187 street, 218",Traditional,4
5963,restaurant #5963,"NY, 201 street, 477",Italian,4
5964,restaurant #5964,"NY, 235 street, 352",Traditional,3
5965,restaurant #5965,"NY, 102 street, 291",Chinese,1
5966,restaurant #5966,"NY, 208 street, 437",Chinese,3
5967,restaurant #5967,"NY, 267 street, 111",Traditional,4
5968,restaurant #5968,"NY, 172 street, 70",Italian,4
5969,restaurant #5969,"NY, 91 street, 598",Chinese,3
5970,restaurant #5970,"NY, 227 street, 45",Traditional,5
5971,restaurant #5971,"NY, 252 street, 420",Italian,1
5972,restaurant #5972,"NY, 117 street, 475",Chinese,3
5973,restaurant #5973,"NY, 142 street, 201",Chinese,4
5974,restaurant #5974,"NY, 261 street, 551",Traditional,3
5975,restaurant #5975,"NY, 188 street, 99",Italian,4
5976,restaurant #5976,"NY, 68 street, 394",Chinese,2
5977,restaurant #5977,"NY, 156 street, 299",Italian,1
5978,restaurant #5978,"NY, 5 street, 489",Traditional,2
5979,restaurant #5979,"NY, 147 street, 198",Traditional,4
5980,restaurant #5980,"NY, 19 street, 437",Chinese,3
5981,restaurant #5981,"NY, 269 street, 119",Traditional,3
5982,restaurant #5982,"NY, 114 street, 456",Chinese,3
5983,restaurant #5983,"NY, 131 street, 115",Italian,4
5984,restaurant #5984,"NY, 49 street, 310",Italian,3
5985,restaurant #5985,"NY, 163 street, 355",Traditional,4
5986,restaurant #5986,"NY, 73 street, 511",Traditional,4
5987,restaurant #5987,"NY, 119 street, 98",Italian,2
5988,restaurant #5988,"NY, 255 street, 94",Traditional,5
5989,restaurant #5989,"NY, 93 street, 445",Chinese,3
5990,restaurant #5990,"NY, 9 street, 283",Traditional,2
5991,restaurant #5991,"NY, 166 street, 246",Traditional,1
5992,restaurant #5992,"NY, 59 street, 282",Traditional,5
5993,restaurant #5993,"NY, 55 street, 107",Italian,3
5994,restaurant #5994,"NY, 27 street, 223",Chinese,2
5995,restaurant #5995,"NY, 2 street, 487",Chinese,5
5996,restaurant #5996,"NY, 255 street, 311",Chinese,2
5997,restaurant #5997,"NY, 91 street, 118",Traditional,1
5998,restaurant #5998,"NY, 218 street, 231",Chinese,4
5999,restaurant #5999,"NY, 56 street, 189",Italian,1
6000,restaurant #6000,"NY, 156 street, 279",Italian,5
6001,restaurant #6001,"NY, 173 street, 471",Chinese,4
6002,restaurant #6002,"NY, 211 street, 425",Traditional,5
6003,restaurant #6003,"NY, 235 street, 415",Chinese,4
6004,restaurant #6004,"NY, 102 street, 483",Italian,4
6005,restaurant #6005,"NY, 85 street, 162",Italian,3
6006,restaurant #6006,"NY, 195 street, 557",Chinese,2
6007,restaurant #6007,"NY, 156 street, 570",Italian,5
6008,restaurant #6008,"NY, 201 street, 181",Italian,3
6009,restaurant #6009,"NY, 59 street, 65",Chinese,5
6010,restaurant #6010,"NY, 250 street, 143",Italian,2
6011,restaurant #6011,"NY, 257 street, 537",Chinese,5
6012,restaurant #6012,"NY, 25 street, 104",Italian,4
6013,restaurant #6013,"NY, 13 street, 249",Italian,5
6014,restaurant #6014,"NY, 49 street, 331",Chinese,3
6015,restaurant #6015,"NY, 50 street, 361",Chinese,3
6016,restaurant #6016,"NY, 271 street, 210",Italian,3
6017,restaurant #6017,"NY, 160 street, 77",Chinese,5
6018,restaurant #6018,"NY, 244 street, 256",Traditional,4
6019,restaurant #6019,"NY, 120 street, 481",Italian,2
6020,restaurant #6020,"NY, 151 street, 527",Traditional,4
6021,restaurant #6021,"NY, 175 street, 564",Traditional,4
6022,restaurant #6022,"NY, 142 street, 19",Chinese,3
6023,restaurant #6023,"NY, 196 street, 266",Italian,2
6024,restaurant #6024,"NY, 49 street, 473",Traditional,3
6025,restaurant #6025,"NY, 93 street, 208",Traditional,4
6026,restaurant #6026,"NY, 160 street, 324",Italian,1
6027,restaurant #6027,"NY, 41 street, 546",Italian,1
6028,restaurant #6028,"NY, 99 street, 582",Chinese,5
6029,restaurant #6029,"NY, 252 street, 291",Traditional,4
6030,restaurant #6030,"NY, 25 street, 424",Chinese,1
6031,restaurant #6031,"NY, 225 street, 405",Italian,5
6032,restaurant #6032,"NY, 16 street, 541",Italian,5
6033,restaurant #6033,"NY, 82 street, 361",Italian,5
6034,restaurant #6034,"NY, 243 street, 308",Italian,4
6035,restaurant #6035,"NY, 185 street, 229",Italian,1
6036,restaurant #6036,"NY, 185 street, 170",Italian,4
6037,restaurant #6037,"NY, 219 street, 187",Italian,4
6038,restaurant #6038,"NY, 104 street, 69",Chinese,1
6039,restaurant #6039,"NY, 249 street, 366",Traditional,3
6040,restaurant #6040,"NY, 265 street, 534",Italian,5
6041,restaurant #6041,"NY, 32 street, 597",Italian,2
6042,restaurant #6042,"NY, 171 street, 296",Chinese,2
6043,restaurant #6043,"NY, 17 street, 493",Chinese,3
6044,restaurant #6044,"NY, 45 street, 129",Traditional,2
6045,restaurant #6045,"NY, 50 street, 589",Traditional,3
6046,restaurant #6046,"NY, 202 street, 326",Traditional,1
6047,restaurant #6047,"NY, 181 street, 155",Traditional,2
6048,restaurant #6048,"NY, 42 street, 436",Italian,5
6049,restaurant #6049,"NY, 162 street, 244",Traditional,5
6050,restaurant #6050,"NY, 49 street, 307",Traditional,2
6051,restaurant #6051,"NY, 52 street, 463",Italian,4
6052,restaurant #6052,"NY, 207 street, 471",Italian,5
6053,restaurant #6053,"NY, 228 street, 507",Traditional,4
6054,restaurant #6054,"NY, 44 street, 590",Chinese,4
6055,restaurant #6055,"NY, 164 street, 519",Traditional,5
6056,restaurant #6056,"NY, 44 street, 332",Chinese,5
6057,restaurant #6057,"NY, 76 street, 72",Traditional,4
6058,restaurant #6058,"NY, 140 street, 513",Traditional,5
6059,restaurant #6059,"NY, 194 street, 257",Italian,2
6060,restaurant #6060,"NY, 7 street, 283",Italian,3
6061,restaurant #6061,"NY, 231 street, 544",Chinese,2
6062,restaurant #6062,"NY, 159 street, 2",Chinese,4
6063,restaurant #6063,"NY, 92 street, 560",Chinese,2
6064,restaurant #6064,"NY, 35 street, 54",Chinese,3
6065,restaurant #6065,"NY, 216 street, 14",Chinese,3
6066,restaurant #6066,"NY, 267 street, 338",Chinese,1
6067,restaurant #6067,"NY, 197 street, 54",Traditional,2
6068,restaurant #6068,"NY, 85 street, 211",Traditional,4
6069,restaurant #6069,"NY, 261 street, 309",Traditional,2
6070,restaurant #6070,"NY, 97 street, 18",Traditional,2
6071,restaurant #6071,"NY, 249 street, 129",Chinese,5
6072,restaurant #6072,"NY, 29 street, 369",Chinese,1
6073,restaurant #6073,"NY, 117 street, 559",Traditional,2
6074,restaurant #6074,"NY, 124 street, 366",Chinese,3
6075,restaurant #6075,"NY, 246 street, 491",Italian,3
6076,restaurant #6076,"NY, 119 street, 9",Chinese,4
6077,restaurant #6077,"NY, 144 street, 252",Traditional,2
6078,restaurant #6078,"NY, 45 street, 318",Chinese,3
6079,restaurant #6079,"NY, 223 street, 100",Chinese,4
6080,restaurant #6080,"NY, 40 street, 567",Italian,1
6081,restaurant #6081,"NY, 136 street, 298",Traditional,5
6082,restaurant #6082,"NY, 72 street, 136",Chinese,1
6083,restaurant #6083,"NY, 134 street, 492",Traditional,4
6084,restaurant #6084,"NY, 83 street, 453",Chinese,2
6085,restaurant #6085,"NY, 108 street, 398",Traditional,2
6086,restaurant #6086,"NY, 28 street, 372",Traditional,5
6087,restaurant #6087,"NY, 19 street, 238",Italian,1
6088,restaurant #6088,"NY, 150 street, 580",Traditional,5
6089,restaurant #6089,"NY, 252 street, 123",Chinese,1
6090,restaurant #6090,"NY, 124 street, 543",Italian,2
6091,restaurant #6091,"NY, 175 street, 42",Italian,2
6092,restaurant #6092,"NY, 248 street, 340",Chinese,4
6093,restaurant #6093,"NY, 92 street, 496",Chinese,3
6094,restaurant #6094,"NY, 68 street, 340",Chinese,3
6095,restaurant #6095,"NY, 261 street, 339",Traditional,2
6096,restaurant #6096,"NY, 225 street, 128",Traditional,4
6097,restaurant #6097,"NY, 166 street, 596",Italian,1
6098,restaurant #6098,"NY, 240 street, 323",Italian,5
6099,restaurant #6099,"NY, 191 street, 379",Traditional,2
6100,restaurant #6100,"NY, 100 street, 244",Chinese,5
6101,restaurant #6101,"NY, 126 street, 71",Italian,4
6102,restaurant #6102,"NY, 102 street, 428",Italian,4
6103,restaurant #6103,"NY, 260 street, 163",Italian,2
6104,restaurant #6104,"NY, 229 street, 571",Italian,3
6105,restaurant #6105,"NY, 8 street, 568",Italian,2
6106,restaurant #6106,"NY, 158 street, 145",Italian,5
6107,restaurant #6107,"NY, 218 street, 129",Traditional,4
6108,restaurant #6108,"NY, 82 street, 154",Chinese,1
6109,restaurant #6109,"NY, 37 street, 489",Traditional,1
6110,restaurant #6110,"NY, 42 street, 185",Chinese,3
6111,restaurant #6111,"NY, 48 street, 241",Traditional,2
6112,restaurant #6112,"NY, 172 street, 195",Traditional,3
6113,restaurant #6113,"NY, 162 street, 359",Chinese,1
6114,restaurant #6114,"NY, 1 street, 194",Traditional,4
6115,restaurant #6115,"NY, 105 street, 276",Traditional,2
6116,restaurant #6116,"NY, 63 street, 275",Italian,4
6117,restaurant #6117,"NY, 248 street, 329",Traditional,5
6118,restaurant #6118,"NY, 131 street, 445",Chinese,2
6119,restaurant #6119,"NY, 7 street, 278",Chinese,3
6120,restaurant #6120,"NY, 125 street, 15",Italian,1
6121,restaurant #6121,"NY, 81 street, 197",Traditional,2
6122,restaurant #6122,"NY, 140 street, 549",Traditional,2
6123,restaurant #6123,"NY, 21 street, 259",Traditional,4
6124,restaurant #6124,"NY, 103 street, 506",Traditional,4
6125,restaurant #6125,"NY, 262 street, 563",Chinese,4
6126,restaurant #6126,"NY, 96 street, 421",Chinese,5
6127,restaurant #6127,"NY, 127 street, 226",Traditional,2
6128,restaurant #6128,"NY, 134 street, 597",Italian,4
6129,restaurant #6129,"NY, 9 street, 215",Italian,1
6130,restaurant #6130,"NY, 208 street, 458",Italian,2
6131,restaurant #6131,"NY, 120 street, 506",Chinese,1
6132,restaurant #6132,"NY, 113 street, 86",Italian,2
6133,restaurant #6133,"NY, 141 street, 46",Chinese,5
6134,restaurant #6134,"NY, 214 street, 439",Chinese,3
6135,restaurant #6135,"NY, 109 street, 152",Traditional,1
6136,restaurant #6136,"NY, 205 street, 402",Chinese,4
6137,restaurant #6137,"NY, 71 street, 509",Italian,3
6138,restaurant #6138,"NY, 92 street, 416",Italian,3
6139,restaurant #6139,"NY, 39 street, 304",Italian,4
6140,restaurant #6140,"NY, 177 street, 112",Chinese,5
6141,restaurant #6141,"NY, 213 street, 212",Traditional,4
6142,restaurant #6142,"NY, 94 street, 420",Italian,2
6143,restaurant #6143,"NY, 183 street, 382",Chinese,5
6144,restaurant #6144,"NY, 188 street, 154",Traditional,1
6145,restaurant #6145,"NY, 100 street, 350",Italian,2
6146,restaurant #6146,"NY, 58 street, 125",Italian,3
6147,restaurant #6147,"NY, 256 street, 296",Italian,3
6148,restaurant #6148,"NY, 49 street, 225",Traditional,5
6149,restaurant #6149,"NY, 246 street, 83",Chinese,3
6150,restaurant #6150,"NY, 188 street, 410",Chinese,2
6151,restaurant #6151,"NY, 66 street, 432",Italian,4
6152,restaurant #6152,"NY, 267 street, 325",Traditional,1
6153,restaurant #6153,"NY, 80 street, 458",Chinese,1
6154,restaurant #6154,"NY, 157 street, 463",Chinese,5
6155,restaurant #6155,"NY, 30 street, 320",Italian,5
6156,restaurant #6156,"NY, 119 street, 577",Traditional,5
6157,restaurant #6157,"NY, 111 street, 481",Italian,4
6158,restaurant #6158,"NY, 201 street, 454",Chinese,5
6159,restaurant #6159,"NY, 255 street, 24",Chinese,1
6160,restaurant #6160,"NY, 4 street, 445",Italian,2
6161,restaurant #6161,"NY, 255 street, 236",Chinese,4
6162,restaurant #6162,"NY, 116 street, 142",Italian,2
6163,restaurant #6163,"NY, 188 street, 75",Traditional,4
6164,restaurant #6164,"NY, 198 street, 354",Chinese,3
6165,restaurant #6165,"NY, 174 street, 355",Chinese,3
6166,restaurant #6166,"NY, 231 street, 118",Traditional,1
6167,restaurant #6167,"NY, 101 street, 80",Chinese,1
6168,restaurant #6168,"NY, 149 street, 529",Chinese,5
6169,restaurant #6169,"NY, 211 street, 454",Traditional,3
6170,restaurant #6170,"NY, 133 street, 568",Italian,4
6171,restaurant #6171,"NY, 48 street, 523",Italian,3
6172,restaurant #6172,"NY, 50 street, 382",Traditional,3
6173,restaurant #6173,"NY, 202 street, 510",Chinese,2
6174,restaurant #6174,"NY, 167 street, 353",Chinese,5
6175,restaurant #6175,"NY, 128 street, 406",Chinese,4
6176,restaurant #6176,"NY, 28 street, 130",Traditional,1
6177,restaurant #6177,"NY, 72 street, 308",Traditional,3
6178,restaurant #6178,"NY, 263 street, 586",Chinese,2
6179,restaurant #6179,"NY, 8 street, 326",Traditional,4
6180,restaurant #6180,"NY, 176 street, 502",Chinese,2
6181,restaurant #6181,"NY, 158 street, 49",Traditional,4
6182,restaurant #6182,"NY, 181 street, 209",Chinese,2
6183,restaurant #6183,"NY, 38 street, 355",Chinese,2
6184,restaurant #6184,"NY, 137 street, 107",Traditional,4
6185,restaurant #6185,"NY, 132 street, 518",Chinese,1
6186,restaurant #6186,"NY, 165 street, 37",Italian,1
6187,restaurant #6187,"NY, 159 street, 210",Italian,3
6188,restaurant #6188,"NY, 10 street, 412",Traditional,1
6189,restaurant #6189,"NY, 63 street, 222",Italian,5
6190,restaurant #6190,"NY, 31 street, 96",Italian,1
6191,restaurant #6191,"NY, 147 street, 377",Italian,3
6192,restaurant #6192,"NY, 35 street, 219",Italian,5
6193,restaurant #6193,"NY, 151 street, 198",Chinese,4
6194,restaurant #6194,"NY, 147 street, 397",Traditional,4
6195,restaurant #6195,"NY, 239 street, 577",Italian,4
6196,restaurant #6196,"NY, 163 street, 80",Traditional,3
6197,restaurant #6197,"NY, 118 street, 386",Italian,5
6198,restaurant #6198,"NY, 270 street, 486",Traditional,1
6199,restaurant #6199,"NY, 145 street, 549",Traditional,2
6200,restaurant #6200,"NY, 92 street, 39",Chinese,1
6201,restaurant #6201,"NY, 72 street, 383",Chinese,3
6202,restaurant #6202,"NY, 141 street, 418",Traditional,4
6203,restaurant #6203,"NY, 214 street, 430",Chinese,2
6204,restaurant #6204,"NY, 180 street, 38",Italian,2
6205,restaurant #6205,"NY, 155 street, 168",Chinese,2
6206,restaurant #6206,"NY, 86 street, 569",Italian,5
6207,restaurant #6207,"NY, 193 street, 594",Traditional,1
6208,restaurant #6208,"NY, 172 street, 487",Italian,2
6209,restaurant #6209,"NY, 135 street, 108",Traditional,5
6210,restaurant #6210,"NY, 241 street, 268",Traditional,1
6211,restaurant #6211,"NY, 24 street, 353",Italian,1
6212,restaurant #6212,"NY, 75 street, 30",Traditional,2
6213,restaurant #6213,"NY, 169 street, 342",Chinese,5
6214,restaurant #6214,"NY, 42 street, 143",Traditional,4
6215,restaurant #6215,"NY, 154 street, 475",Traditional,2
6216,restaurant #6216,"NY, 259 street, 290",Traditional,5
6217,restaurant #6217,"NY, 242 street, 353",Traditional,1
6218,restaurant #6218,"NY, 250 street, 60",Traditional,4
6219,restaurant #6219,"NY, 240 street, 208",Chinese,1
6220,restaurant #6220,"NY, 90 street, 551",Traditional,2
6221,restaurant #6221,"NY, 183 street, 314",Italian,1
6222,restaurant #6222,"NY, 87 street, 264",Italian,5
6223,restaurant #6223,"NY, 90 street, 82",Traditional,2
6224,restaurant #6224,"NY, 190 street, 251",Italian,4
6225,restaurant #6225,"NY, 72 street, 541",Traditional,5
6226,restaurant #6226,"NY, 264 street, 284",Italian,4
6227,restaurant #6227,"NY, 251 street, 274",Italian,3
6228,restaurant #6228,"NY, 162 street, 336",Italian,5
6229,restaurant #6229,"NY, 98 street, 312",Italian,2
6230,restaurant #6230,"NY, 31 street, 531",Italian,5
6231,restaurant #6231,"NY, 237 street, 97",Italian,1
6232,restaurant #6232,"NY, 256 street, 55",Traditional,5
6233,restaurant #6233,"NY, 71 street, 500",Chinese,3
6234,restaurant #6234,"NY, 245 street, 230",Italian,4
6235,restaurant #6235,"NY, 79 street, 117",Italian,1
6236,restaurant #6236,"NY, 60 street, 342",Italian,2
6237,restaurant #6237,"NY, 239 street, 186",Traditional,2
6238,restaurant #6238,"NY, 163 street, 526",Chinese,5
6239,restaurant #6239,"NY, 80 street, 143",Traditional,4
6240,restaurant #6240,"NY, 86 street, 482",Chinese,1
6241,restaurant #6241,"NY, 219 street, 379",Traditional,4
6242,restaurant #6242,"NY, 106 street, 111",Italian,1
6243,restaurant #6243,"NY, 255 street, 297",Chinese,1
6244,restaurant #6244,"NY, 39 street, 80",Chinese,1
6245,restaurant #6245,"NY, 265 street, 524",Traditional,4
6246,restaurant #6246,"NY, 2 street, 292",Traditional,2
6247,restaurant #6247,"NY, 161 street, 519",Traditional,4
6248,restaurant #6248,"NY, 28 street, 550",Traditional,2
6249,restaurant #6249,"NY, 206 street, 24",Traditional,3
6250,restaurant #6250,"NY, 131 street, 575",Italian,2
6251,restaurant #6251,"NY, 186 street, 2",Chinese,5
6252,restaurant #6252,"NY, 269 street, 436",Traditional,1
6253,restaurant #6253,"NY, 115 street, 360",Traditional,5
6254,restaurant #6254,"NY, 169 street, 161",Italian,2
6255,restaurant #6255,"NY, 4 street, 16",Chinese,2
6256,restaurant #6256,"NY, 3 street, 77",Traditional,5
6257,restaurant #6257,"NY, 99 street, 514",Traditional,2
6258,restaurant #6258,"NY, 9 street, 528",Italian,5
6259,restaurant #6259,"NY, 268 street, 520",Traditional,2
6260,restaurant #6260,"NY, 235 street, 48",Chinese,4
6261,restaurant #6261,"NY, 144 street, 209",Chinese,5
6262,restaurant #6262,"NY, 227 street, 229",Italian,2
6263,restaurant #6263,"NY, 130 street, 317",Traditional,1
6264,restaurant #6264,"NY, 45 street, 160",Italian,5
6265,restaurant #6265,"NY, 251 street, 354",Italian,2
6266,restaurant #6266,"NY, 109 street, 134",Italian,5
6267,restaurant #6267,"NY, 49 street, 448",Traditional,1
6268,restaurant #6268,"NY, 168 street, 570",Italian,2
6269,restaurant #6269,"NY, 37 street, 500",Chinese,4
6270,restaurant #6270,"NY, 183 street, 376",Chinese,1
6271,restaurant #6271,"NY, 183 street, 486",Italian,3
6272,restaurant #6272,"NY, 201 street, 81",Traditional,4
6273,restaurant #6273,"NY, 67 street, 425",Chinese,3
6274,restaurant #6274,"NY, 1 street, 325",Italian,4
6275,restaurant #6275,"NY, 148 street, 326",Traditional,1
6276,restaurant #6276,"NY, 8 street, 88",Traditional,5
6277,restaurant #6277,"NY, 168 street, 517",Italian,3
6278,restaurant #6278,"NY, 125 street, 533",Traditional,2
6279,restaurant #6279,"NY, 73 street, 428",Traditional,5
6280,restaurant #6280,"NY, 228 street, 531",Italian,2
6281,restaurant #6281,"NY, 93 street, 599",Chinese,4
6282,restaurant #6282,"NY, 43 street, 302",Italian,2
6283,restaurant #6283,"NY, 207 street, 210",Traditional,5
6284,restaurant #6284,"NY, 123 street, 228",Chinese,5
6285,restaurant #6285,"NY, 111 street, 555",Italian,3
6286,restaurant #6286,"NY, 269 street, 291",Chinese,5
6287,restaurant #6287,"NY, 199 street, 447",Traditional,3
6288,restaurant #6288,"NY, 6 street, 253",Italian,5
6289,restaurant #6289,"NY, 234 street, 304",Chinese,2
6290,restaurant #6290,"NY, 211 street, 531",Chinese,3
6291,restaurant #6291,"NY, 72 street, 79",Chinese,4
6292,restaurant #6292,"NY, 108 street, 216",Italian,4
6293,restaurant #6293,"NY, 132 street, 379",Chinese,4
6294,restaurant #6294,"NY, 223 street, 561",Traditional,2
6295,restaurant #6295,"NY, 85 street, 178",Chinese,5
6296,restaurant #6296,"NY, 14 street, 214",Italian,5
6297,restaurant #6297,"NY, 218 street, 356",Italian,3
6298,restaurant #6298,"NY, 87 street, 142",Italian,2
6299,restaurant #6299,"NY, 259 street, 376",Italian,2
6300,restaurant #6300,"NY, 148 street, 422",Italian,5
6301,restaurant #6301,"NY, 113 street, 296",Chinese,2
6302,restaurant #6302,"NY, 25 street, 380",Traditional,4
6303,restaurant #6303,"NY, 173 street, 208",Italian,1
6304,restaurant #6304,"NY, 86 street, 586",Traditional,1
6305,restaurant #6305,"NY, 265 street, 341",Chinese,1
6306,restaurant #6306,"NY, 170 street, 410",Chinese,4
6307,restaurant #6307,"NY, 214 street, 576",Traditional,4
6308,restaurant #6308,"NY, 191 street, 72",Chinese,2
6309,restaurant #6309,"NY, 95 street, 329",Chinese,2
6310,restaurant #6310,"NY, 114 street, 558",Traditional,3
6311,restaurant #6311,"NY, 116 street, 76",Italian,4
6312,restaurant #6312,"NY, 124 street, 461",Italian,5
6313,restaurant #6313,"NY, 189 street, 262",Chinese,4
